,contributor,season,city,climate_zone,building_type,gender,age,height_cm,weight_kg,thermal_sensation,thermal_acceptability,clothing_insulation,metabolic_rate,mean_radiant_temperature,pmv_ce,ppd_ce,ta_l,ta,ta_h,vel_l,vel,vel_h,rh,tg_l,tg,tg_h,to,year,country,coolingsys,latitude,longitude,class,vel_m,tg_m,DFilled,EFilled,PFilled,PMVFill,source
46472,Richard de Dear,hot/wet,darwin,tropical savanna,office,female,60.0,181.9,86.4,1.0,,0.54384,1.2030716723549484,26.43,0.28,6.6,24.9,24.9,24.9,0.08,0.08,0.08,50.89394950692518,24.9,24.9,24.9,25.665,1982.0,australia,air conditioned,-12.4637333,130.8444446,III,0.08,25.7,0.0,0.0,50.0,0.0,AS
46482,Richard de Dear,hot/wet,darwin,tropical savanna,office,female,31.0,181.9,86.4,0.0,,0.38316,1.1262798634812288,27.25,-0.88,21.2,23.1,23.1,23.1,0.2,0.2,0.2,44.32459260768541,23.1,23.1,23.1,25.175,1982.0,australia,air conditioned,-12.4637333,130.8444446,I,0.2,24.7,0.0,0.0,50.0,0.0,AS
46492,Richard de Dear,hot/wet,darwin,tropical savanna,office,male,38.0,181.9,86.4,0.0,,0.56888,1.348122866894198,19.010000000000005,-1.04,27.8,21.0,21.0,21.0,0.0899999999999999,0.0899999999999999,0.0899999999999999,64.87948687340923,21.0,21.0,21.0,20.005000000000003,1982.0,australia,air conditioned,-12.4637333,130.8444446,III,0.0899999999999999,20.0,0.0,0.0,50.0,0.0,AS
46502,Richard de Dear,hot/wet,darwin,tropical savanna,office,male,45.0,181.9,86.4,-0.5,,0.4923,1.0665529010238912,22.329999999999995,-1.87,70.8,21.2,21.2,21.2,0.25,0.25,0.25,56.2358713226181,21.2,21.2,21.2,21.765,1982.0,australia,air conditioned,-12.4637333,130.8444446,III,0.25,21.6,0.0,0.0,50.0,0.0,AS
46512,Richard de Dear,hot/wet,darwin,tropical savanna,office,female,24.0,181.9,86.4,0.0,,0.4078800000000001,1.083617747440273,23.93,-0.62,13.1,24.1,24.1,24.1,0.05,0.05,0.05,61.83909992971355,24.1,24.1,24.1,24.015,1982.0,australia,air conditioned,-12.4637333,130.8444446,III,0.05,24.0,0.0,0.0,50.0,0.0,AS
46522,Richard de Dear,hot/wet,darwin,tropical savanna,office,female,24.0,181.9,86.4,-0.7,,0.5314799999999998,1.1262798634812288,23.98999999999999,-0.73,16.4,22.0,22.0,22.0,0.0899999999999999,0.0899999999999999,0.0899999999999999,56.38295723050876,22.0,22.0,22.0,22.995,1982.0,australia,air conditioned,-12.4637333,130.8444446,III,0.0899999999999999,23.0,0.0,0.0,50.0,0.0,AS
46532,Richard de Dear,hot/wet,darwin,tropical savanna,office,male,24.0,181.9,86.4,0.5,,0.4266600000000001,1.131399317406143,22.61,-1.01,26.6,23.3,23.3,23.3,0.14,0.14,0.14,57.02746661543429,23.3,23.3,23.3,22.954999999999995,1982.0,australia,air conditioned,-12.4637333,130.8444446,I,0.14,23.0,0.0,0.0,50.0,0.0,AS
46542,Richard de Dear,hot/wet,darwin,tropical savanna,office,male,24.0,181.9,86.4,0.5,,0.4047800000000001,1.1569965870307166,27.4,0.12,5.3,25.8,25.8,25.8,0.14,0.14,0.14,54.935908795539454,25.8,25.8,25.8,26.6,1982.0,australia,air conditioned,-12.4637333,130.8444446,I,0.14,26.5,0.0,0.0,50.0,0.0,AS
46552,Richard de Dear,hot/wet,darwin,tropical savanna,office,male,38.0,181.9,86.4,-0.8,,0.45948,1.1092150170648465,23.98999999999999,-0.56,11.6,23.8,23.8,23.8,0.08,0.08,0.08,58.18953659882405,23.8,23.8,23.8,23.895,1982.0,australia,air conditioned,-12.4637333,130.8444446,III,0.08,23.9,0.0,0.0,50.0,0.0,AS
46562,Richard de Dear,hot/wet,darwin,tropical savanna,office,female,24.0,181.9,86.4,2.0,,0.3213600000000001,1.0580204778156996,25.05,-0.64,13.7,26.6,26.6,26.6,0.2,0.2,0.2,49.094738759704455,26.6,26.6,26.6,25.825000000000003,1982.0,australia,air conditioned,-12.4637333,130.8444446,III,0.2,26.0,0.0,0.0,50.0,0.0,AS
46572,Richard de Dear,hot/wet,darwin,tropical savanna,office,male,31.0,181.9,86.4,-0.3000000000000001,,0.47042,1.293515358361775,24.59,-0.1,5.2,24.4,24.4,24.4,0.08,0.08,0.08,59.41563847151851,24.4,24.4,24.4,24.495,1982.0,australia,air conditioned,-12.4637333,130.8444446,III,0.08,24.5,0.0,0.0,50.0,0.0,AS
46582,Richard de Dear,hot/wet,darwin,tropical savanna,office,male,24.0,181.9,86.4,0.5,,0.45948,1.1348122866894197,27.59,-0.25,6.3,22.6,22.6,22.6,0.12,0.12,0.12,61.200766272265696,22.6,22.6,22.6,25.095,1982.0,australia,air conditioned,-12.4637333,130.8444446,I,0.12,24.9,0.0,0.0,50.0,0.0,AS
46592,Richard de Dear,hot/wet,darwin,tropical savanna,office,male,45.0,181.9,86.4,0.7,,0.51418,1.0580204778156996,25.79,-0.07,5.1,24.8,24.8,24.8,0.0899999999999999,0.0899999999999999,0.0899999999999999,58.46163202218295,24.8,24.8,24.8,25.295,1982.0,australia,air conditioned,-12.4637333,130.8444446,III,0.0899999999999999,25.3,0.0,0.0,50.0,0.0,AS
46602,Richard de Dear,hot/wet,darwin,tropical savanna,office,male,18.0,181.9,86.4,0.7,,0.45948,1.0972696245733788,22.98999999999999,-0.92,22.8,23.4,23.4,23.4,0.1,0.1,0.1,55.110507739608096,23.4,23.4,23.4,23.195,1982.0,australia,air conditioned,-12.4637333,130.8444446,I,0.1,23.2,0.0,0.0,50.0,0.0,AS
46612,Richard de Dear,hot/wet,darwin,tropical savanna,office,male,24.0,181.9,86.4,1.0,,0.47042,1.3822525597269628,24.11,-0.52,10.6,23.0,23.0,23.0,0.13,0.13,0.13,60.86483580677936,23.0,23.0,23.0,23.555,1982.0,australia,air conditioned,-12.4637333,130.8444446,III,0.13,23.5,0.0,0.0,50.0,0.0,AS
46622,Richard de Dear,hot/wet,darwin,tropical savanna,office,male,38.0,181.9,86.4,2.2,,0.6345199999999999,1.506825938566553,28.35,0.73,16.1,26.4,26.4,26.4,0.12,0.12,0.12,59.23624453498818,26.4,26.4,26.4,27.375,1982.0,australia,air conditioned,-12.4637333,130.8444446,I,0.12,27.3,0.0,0.0,50.0,0.0,AS
46632,Richard de Dear,summer,melbourne,temperature marine,office,female,24.0,181.9,86.4,-0.5,,0.6454599999999999,1.0580204778156996,21.463999999999995,-1.41,45.9,21.2,21.2,21.2,0.21,0.21,0.21,49.16983329041858,21.2,21.2,21.2,21.332,1983.0,australia,air conditioned,-37.8136276,144.9630576,I,0.21,21.3,0.0,0.0,50.0,0.0,AS
46642,Richard de Dear,summer,melbourne,temperature marine,office,female,24.0,181.9,86.4,0.1,,0.4047800000000001,1.3276450511945392,21.331000000000003,-1.21,35.6,22.2,22.2,22.2,0.12,0.12,0.12,48.38739005315918,22.2,22.2,22.2,21.765499999999992,1983.0,australia,air conditioned,-37.8136276,144.9630576,III,0.12,21.8,0.0,0.0,50.0,0.0,AS
46652,Richard de Dear,summer,melbourne,temperature marine,office,female,24.0,181.9,86.4,-2.3,,0.8095600000000001,1.0580204778156996,22.378,-0.71,15.7,21.9,21.9,21.9,0.16,0.16,0.16,35.60805892301853,21.9,21.9,21.9,22.139,1983.0,australia,air conditioned,-37.8136276,144.9630576,I,0.16,22.1,0.0,0.0,50.0,0.0,AS
46662,Richard de Dear,summer,melbourne,temperature marine,office,female,24.0,181.9,86.4,2.0,,0.6126400000000002,1.0580204778156996,24.254,-0.78,17.8,22.3,22.3,22.3,0.12,0.12,0.12,41.952101665190106,22.3,22.3,22.3,23.277,1983.0,australia,air conditioned,-37.8136276,144.9630576,III,0.12,23.2,0.0,0.0,50.0,0.0,AS
46672,Richard de Dear,summer,melbourne,temperature marine,office,female,31.0,181.9,86.4,-2.3,,0.7220400000000001,1.0580204778156996,22.396999999999995,-0.69,15.2,22.0,22.0,22.0,0.0899999999999999,0.0899999999999999,0.0899999999999999,46.794651097704445,22.0,22.0,22.0,22.1985,1983.0,australia,air conditioned,-37.8136276,144.9630576,I,0.0899999999999999,22.2,0.0,0.0,50.0,0.0,AS
46682,Richard de Dear,summer,melbourne,temperature marine,office,female,18.0,181.9,86.4,0.0,,0.6673399999999999,1.0921501706484644,21.642,-0.98,25.1,21.0,21.0,21.0,0.04,0.04,0.04,42.05423259007271,21.0,21.0,21.0,21.32099999999999,1983.0,australia,air conditioned,-37.8136276,144.9630576,I,0.04,21.4,0.0,0.0,50.0,0.0,AS
46692,Richard de Dear,summer,melbourne,temperature marine,office,female,38.0,181.9,86.4,-0.2,,0.44854,1.174061433447099,22.998,-1.27,38.9,22.0,22.0,22.0,0.18,0.18,0.18,50.164592783976055,22.0,22.0,22.0,22.499,1983.0,australia,air conditioned,-37.8136276,144.9630576,III,0.18,22.4,0.0,0.0,50.0,0.0,AS
46702,Richard de Dear,summer,melbourne,temperature marine,office,male,24.0,181.9,86.4,0.0,,0.5932799999999998,1.2798634812286689,22.52,-0.88,21.5,21.0,21.0,21.0,0.12,0.12,0.12,47.52272067164069,21.0,21.0,21.0,21.76,1983.0,australia,air conditioned,-37.8136276,144.9630576,III,0.12,21.7,0.0,0.0,50.0,0.0,AS
46712,Richard de Dear,summer,melbourne,temperature marine,office,male,31.0,181.9,86.4,-1.0,,0.7415999999999998,1.0580204778156996,23.1,-0.56,11.6,23.1,23.1,23.1,0.12,0.12,0.12,34.429373284547665,23.1,23.1,23.1,23.1,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.12,23.1,0.0,0.0,50.0,0.0,AS
46722,Richard de Dear,summer,melbourne,temperature marine,office,male,45.0,181.9,86.4,1.0,,0.69216,1.0921501706484644,25.778,0.09,5.2,24.3,24.3,24.3,0.07,0.07,0.07,32.78549290839355,24.3,24.3,24.3,25.039,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.07,25.1,0.0,0.0,50.0,0.0,AS
46732,Richard de Dear,summer,melbourne,temperature marine,office,male,38.0,181.9,86.4,-0.5,,0.77868,1.0580204778156996,22.599,-0.57,11.8,22.4,22.4,22.4,0.0899999999999999,0.0899999999999999,0.0899999999999999,35.15465929901825,22.4,22.4,22.4,22.49949999999999,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.0899999999999999,22.5,0.0,0.0,50.0,0.0,AS
46742,Richard de Dear,summer,melbourne,temperature marine,office,male,45.0,181.9,86.4,-0.5,,0.8528399999999999,1.3225255972696244,21.846,-0.25,6.3,21.0,21.0,21.0,0.05,0.05,0.05,35.426940085539634,21.0,21.0,21.0,21.423,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.05,21.5,0.0,0.0,50.0,0.0,AS
46752,Richard de Dear,summer,melbourne,temperature marine,office,male,38.0,181.9,86.4,-0.5,,0.7910399999999999,1.0580204778156996,23.963999999999995,-0.2,5.8,22.9,22.9,22.9,0.06,0.06,0.06,40.26449930880152,22.9,22.9,22.9,23.432,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.06,23.5,0.0,0.0,50.0,0.0,AS
46762,Richard de Dear,summer,melbourne,temperature marine,office,male,38.0,181.9,86.4,0.2,,0.69216,1.0580204778156996,24.611000000000004,-0.2,5.8,24.4,24.4,24.4,0.11,0.11,0.11,36.3951398292642,24.4,24.4,24.4,24.50549999999999,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.11,24.5,0.0,0.0,50.0,0.0,AS
46772,Richard de Dear,summer,melbourne,temperature marine,office,male,52.0,181.9,86.4,-0.5,,0.72924,1.2030716723549484,22.869,-0.28,6.6,22.7,22.7,22.7,0.05,0.05,0.05,42.51101592090451,22.7,22.7,22.7,22.7845,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.05,22.8,0.0,0.0,50.0,0.0,AS
46782,Richard de Dear,summer,melbourne,temperature marine,office,male,24.0,181.9,86.4,-0.6,,0.69216,1.0631399317406145,22.0,-0.79,18.2,22.0,22.0,22.0,0.12,0.12,0.12,44.80095100555487,22.0,22.0,22.0,22.0,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.12,22.0,0.0,0.0,50.0,0.0,AS
46792,Richard de Dear,summer,melbourne,temperature marine,office,male,24.0,181.9,86.4,0.3000000000000001,,0.618,1.0921501706484644,24.839,-0.16,5.5,24.1,24.1,24.1,0.07,0.07,0.07,38.9117677931745,24.1,24.1,24.1,24.4695,1982.0,australia,air conditioned,-37.8136276,144.9630576,I,0.07,24.5,0.0,0.0,50.0,0.0,AS
46802,Richard de Dear,summer,melbourne,temperature marine,office,male,24.0,181.9,86.4,0.0,,0.8528399999999999,1.131399317406143,23.635000000000005,-0.18,5.7,22.1,22.1,22.1,0.08,0.08,0.08,37.82025872233185,22.1,22.1,22.1,22.8675,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.08,22.9,0.0,0.0,50.0,0.0,AS
46812,Richard de Dear,summer,melbourne,temperature marine,office,male,24.0,181.9,86.4,0.0,,0.7415999999999998,1.2337883959044362,21.7,-0.5,10.2,21.7,21.7,21.7,0.08,0.08,0.08,40.43512624836767,21.7,21.7,21.7,21.7,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.08,21.7,0.0,0.0,50.0,0.0,AS
46822,Richard de Dear,summer,melbourne,temperature marine,office,male,52.0,181.9,86.4,-1.5,,0.7910399999999999,1.0409556313993171,21.763,-0.62,13.1,23.5,23.5,23.5,0.12,0.12,0.12,32.68567354991922,23.5,23.5,23.5,22.63150000000001,1982.0,australia,air conditioned,-37.8136276,144.9630576,I,0.12,22.7,0.0,0.0,50.0,0.0,AS
46832,Richard de Dear,summer,melbourne,temperature marine,office,female,45.0,181.9,86.4,0.0,,0.8095600000000001,1.1262798634812288,23.534,-0.17,5.6,22.9,22.9,22.9,0.11,0.11,0.11,35.93646838230564,22.9,22.9,22.9,23.217,1982.0,australia,air conditioned,-37.8136276,144.9630576,I,0.11,23.2,0.0,0.0,50.0,0.0,AS
46842,Richard de Dear,summer,melbourne,temperature marine,office,female,31.0,181.9,86.4,-0.5,,0.3063200000000001,1.2372013651877132,23.27,-1.01,26.4,22.9,22.9,22.9,0.07,0.07,0.07,46.63455679047594,22.9,22.9,22.9,23.085,1982.0,australia,air conditioned,-37.8136276,144.9630576,I,0.07,23.1,0.0,0.0,50.0,0.0,AS
46852,Richard de Dear,summer,melbourne,temperature marine,office,male,31.0,181.9,86.4,0.0,,0.6427200000000002,1.1655290102389078,28.286999999999995,-0.06,5.1,24.7,24.7,24.7,0.29,0.29,0.29,39.74235875531817,24.7,24.7,24.7,26.49349999999999,1982.0,australia,air conditioned,-37.8136276,144.9630576,I,0.29,25.9,0.0,0.0,50.0,0.0,AS
46862,Richard de Dear,summer,melbourne,temperature marine,office,female,24.0,181.9,86.4,1.0,,0.44854,1.1774744027303754,24.193,-0.65,13.9,22.9,22.9,22.9,0.07,0.07,0.07,45.98738714072635,22.9,22.9,22.9,23.5465,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.07,23.6,0.0,0.0,50.0,0.0,AS
46872,Richard de Dear,summer,melbourne,temperature marine,office,male,38.0,181.9,86.4,0.0,,0.8528399999999999,1.075085324232082,23.378,-0.25,6.3,22.9,22.9,22.9,0.16,0.16,0.16,49.90510058654049,22.9,22.9,22.9,23.139,1982.0,australia,air conditioned,-37.8136276,144.9630576,I,0.16,23.1,0.0,0.0,50.0,0.0,AS
46882,Richard de Dear,summer,melbourne,temperature marine,office,female,38.0,181.9,86.4,2.3,,0.5579400000000002,1.0580204778156996,26.085,0.13,5.3,25.9,25.9,25.9,0.07,0.07,0.07,34.062139473018355,25.9,25.9,25.9,25.9925,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.07,26.0,0.0,0.0,50.0,0.0,AS
46892,Richard de Dear,summer,melbourne,temperature marine,office,male,38.0,181.9,86.4,0.0,,0.7910399999999999,1.0580204778156996,23.367,-0.31,7.0,22.6,22.6,22.6,0.08,0.08,0.08,45.59877969724752,22.6,22.6,22.6,22.983499999999992,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.08,23.0,0.0,0.0,50.0,0.0,AS
46902,Richard de Dear,summer,melbourne,temperature marine,office,male,60.0,181.9,86.4,-0.5,,0.8034,1.131399317406143,24.57,0.17,5.6,24.2,24.2,24.2,0.07,0.07,0.07,37.86594530338587,24.2,24.2,24.2,24.385,1982.0,australia,air conditioned,-37.8136276,144.9630576,I,0.07,24.4,0.0,0.0,50.0,0.0,AS
46912,Richard de Dear,summer,melbourne,temperature marine,office,male,52.0,181.9,86.4,2.5,,0.618,1.194539249146758,28.86,0.8,18.6,26.4,26.4,26.4,0.1,0.1,0.1,39.14921068014137,26.4,26.4,26.4,27.63,1982.0,australia,air conditioned,-37.8136276,144.9630576,I,0.1,27.6,0.0,0.0,50.0,0.0,AS
46922,Richard de Dear,summer,melbourne,temperature marine,office,male,31.0,181.9,86.4,2.3,,0.69216,1.075085324232082,28.36,0.78,17.8,26.8,26.8,26.8,0.13,0.13,0.13,40.76787021155239,26.8,26.8,26.8,27.579999999999995,1982.0,australia,air conditioned,-37.8136276,144.9630576,I,0.13,27.5,0.0,0.0,50.0,0.0,AS
46932,Richard de Dear,summer,melbourne,temperature marine,office,male,38.0,181.9,86.4,0.4,,0.618,1.083617747440273,21.732,-0.98,25.4,22.2,22.2,22.2,0.15,0.15,0.15,52.446402772181465,22.2,22.2,22.2,21.966,1982.0,australia,air conditioned,-37.8136276,144.9630576,I,0.15,22.0,0.0,0.0,50.0,0.0,AS
46942,Richard de Dear,summer,melbourne,temperature marine,office,male,24.0,181.9,86.4,1.5,,0.6427200000000002,1.194539249146758,24.8,0.24,6.2,24.8,24.8,24.8,0.04,0.04,0.04,46.45908215604382,24.8,24.8,24.8,24.8,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.04,24.8,0.0,0.0,50.0,0.0,AS
46952,Richard de Dear,summer,melbourne,temperature marine,office,male,24.0,181.9,86.4,2.2,,0.6674399999999999,1.0580204778156996,24.8,0.1,5.2,24.8,24.8,24.8,0.08,0.08,0.08,57.808934863721376,24.8,24.8,24.8,24.8,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.08,24.8,0.0,0.0,50.0,0.0,AS
46962,Richard de Dear,summer,melbourne,temperature marine,office,male,52.0,181.9,86.4,-1.0,,0.6674399999999999,1.131399317406143,22.876,-0.4,8.4,22.3,22.3,22.3,0.08,0.08,0.08,67.43684617310949,22.3,22.3,22.3,22.588,1982.0,australia,air conditioned,-37.8136276,144.9630576,I,0.08,22.6,0.0,0.0,50.0,0.0,AS
46972,Richard de Dear,summer,melbourne,temperature marine,office,male,38.0,181.9,86.4,0.5,,0.75396,1.2030716723549484,24.06,-0.14,5.4,22.5,22.5,22.5,0.13,0.13,0.13,66.13174163366963,22.5,22.5,22.5,23.28,1982.0,australia,air conditioned,-37.8136276,144.9630576,I,0.13,23.2,0.0,0.0,50.0,0.0,AS
46982,Richard de Dear,summer,melbourne,temperature marine,office,female,31.0,181.9,86.4,1.0,,0.50324,1.0580204778156996,25.477,-0.03,5.0,25.3,25.3,25.3,0.06,0.06,0.06,53.19060177233134,25.3,25.3,25.3,25.3885,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.06,25.4,0.0,0.0,50.0,0.0,AS
46992,Richard de Dear,summer,melbourne,temperature marine,office,male,31.0,181.9,86.4,2.3,,0.6427200000000002,1.2030716723549484,24.6,-0.23,6.1,24.6,24.6,24.6,0.17,0.17,0.17,40.19635921746323,24.6,24.6,24.6,24.6,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.17,24.6,0.0,0.0,50.0,0.0,AS
47002,Richard de Dear,summer,melbourne,temperature marine,office,male,31.0,181.9,86.4,-0.5,,1.0258799999999997,1.1006825938566556,20.811000000000003,-0.44,9.1,20.6,20.6,20.6,0.11,0.11,0.11,38.75075892327297,20.6,20.6,20.6,20.7055,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.11,20.7,0.0,0.0,50.0,0.0,AS
47012,Richard de Dear,summer,melbourne,temperature marine,office,male,38.0,181.9,86.4,-1.0,,1.08768,1.0580204778156996,22.2,-0.17,5.6,22.2,22.2,22.2,0.11,0.11,0.11,36.71145896781678,22.2,22.2,22.2,22.2,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.11,22.2,0.0,0.0,50.0,0.0,AS
47022,Richard de Dear,summer,melbourne,temperature marine,office,female,24.0,181.9,86.4,0.5,,0.44854,1.2116040955631395,23.425,-0.86,20.7,22.4,22.4,22.4,0.1,0.1,0.1,48.63636219477036,22.4,22.4,22.4,22.9125,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.1,22.9,0.0,0.0,50.0,0.0,AS
47032,Richard de Dear,summer,melbourne,temperature marine,office,male,24.0,181.9,86.4,1.0,,0.75396,1.194539249146758,22.917000000000005,-0.23,6.1,22.7,22.7,22.7,0.12,0.12,0.12,49.004452595092495,22.7,22.7,22.7,22.8085,1982.0,australia,air conditioned,-37.8136276,144.9630576,III,0.12,22.8,0.0,0.0,50.0,0.0,AS
47042,Richard de Dear,summer,melbourne,temperature marine,office,male,31.0,181.9,86.4,0.1,,0.618,1.10580204778157,27.752,0.4,8.3,25.3,25.3,25.3,0.13,0.13,0.13,45.8471060391739,25.3,25.3,25.3,26.526,1982.0,australia,air conditioned,-37.8136276,144.9630576,I,0.13,26.4,0.0,0.0,50.0,0.0,AS
47052,Richard de Dear,summer,melbourne,temperature marine,office,male,24.0,181.9,86.4,2.2,,0.72924,1.0580204778156996,24.92299999999999,0.02,5.0,24.7,24.7,24.7,0.13,0.13,0.13,40.331404251514485,24.7,24.7,24.7,24.8115,1983.0,australia,air conditioned,-37.8136276,144.9630576,III,0.13,24.8,0.0,0.0,50.0,0.0,AS
47062,Richard de Dear,summer,melbourne,temperature marine,office,male,45.0,181.9,86.4,0.4,,0.69216,1.0580204778156996,22.7,-0.52,10.7,22.7,22.7,22.7,0.06,0.06,0.06,51.666972155307626,22.7,22.7,22.7,22.7,1983.0,australia,air conditioned,-37.8136276,144.9630576,III,0.06,22.7,0.0,0.0,50.0,0.0,AS
47072,Richard de Dear,summer,melbourne,temperature marine,office,female,38.0,181.9,86.4,0.0,,0.4266600000000001,1.2764505119453926,23.4,-0.7,15.4,23.4,23.4,23.4,0.1,0.1,0.1,42.20930277832721,23.4,23.4,23.4,23.4,1983.0,australia,air conditioned,-37.8136276,144.9630576,III,0.1,23.4,0.0,0.0,50.0,0.0,AS
47082,Richard de Dear,summer,melbourne,temperature marine,office,male,38.0,181.9,86.4,-1.0,,0.72924,1.075085324232082,25.264,0.19,5.7,24.3,24.3,24.3,0.04,0.04,0.04,47.71501885704246,24.3,24.3,24.3,24.782,1983.0,australia,air conditioned,-37.8136276,144.9630576,III,0.04,24.9,0.0,0.0,50.0,0.0,AS
47092,Richard de Dear,summer,melbourne,temperature marine,office,male,24.0,181.9,86.4,1.0,,0.6427200000000002,1.1348122866894197,25.9,0.36,7.7,25.9,25.9,25.9,0.08,0.08,0.08,42.46871569580456,25.9,25.9,25.9,25.9,1983.0,australia,air conditioned,-37.8136276,144.9630576,III,0.08,25.9,0.0,0.0,50.0,0.0,AS
47102,Richard de Dear,summer,melbourne,temperature marine,office,female,24.0,181.9,86.4,0.5,,0.4047800000000001,1.1177474402730376,23.415,-0.88,21.3,24.1,24.1,24.1,0.14,0.14,0.14,48.10488183041596,24.1,24.1,24.1,23.7575,1983.0,australia,air conditioned,-37.8136276,144.9630576,I,0.14,23.8,0.0,0.0,50.0,0.0,AS
47112,Richard de Dear,summer,melbourne,temperature marine,office,female,52.0,181.9,86.4,0.0,,0.4047800000000001,1.1860068259385668,25.545,0.02,5.0,25.9,25.9,25.9,0.06,0.06,0.06,44.7882054771527,25.9,25.9,25.9,25.7225,1983.0,australia,air conditioned,-37.8136276,144.9630576,I,0.06,25.7,0.0,0.0,50.0,0.0,AS
47122,Richard de Dear,summer,melbourne,temperature marine,office,female,38.0,181.9,86.4,1.0,,0.56888,1.075085324232082,23.449,-0.46,9.3,24.1,24.1,24.1,0.12,0.12,0.12,51.28064997205129,24.1,24.1,24.1,23.774500000000003,1983.0,australia,air conditioned,-37.8136276,144.9630576,I,0.12,23.8,0.0,0.0,50.0,0.0,AS
47132,Richard de Dear,summer,melbourne,temperature marine,office,female,52.0,181.9,86.4,0.1,,0.47042,1.0580204778156996,24.0,-0.84,19.7,24.0,24.0,24.0,0.12,0.12,0.12,46.10338704174739,24.0,24.0,24.0,24.0,1983.0,australia,air conditioned,-37.8136276,144.9630576,III,0.12,24.0,0.0,0.0,50.0,0.0,AS
47142,Richard de Dear,summer,melbourne,temperature marine,office,male,24.0,181.9,86.4,0.9,,0.9299000000000002,1.0580204778156996,20.472,-1.07,29.0,19.2,19.2,19.2,0.19,0.19,0.19,55.44885176110285,19.2,19.2,19.2,19.836,1983.0,australia,naturally ventilated,-37.8136276,144.9630576,III,0.19,19.7,0.0,0.0,50.0,0.0,AS
47152,Richard de Dear,summer,melbourne,temperature marine,office,male,45.0,181.9,86.4,-0.4,,0.70016,1.0802047781569966,20.7,-1.19,34.9,20.7,20.7,20.7,0.11,0.11,0.11,49.22867425454839,20.7,20.7,20.7,20.7,1983.0,australia,naturally ventilated,-37.8136276,144.9630576,III,0.11,20.7,0.0,0.0,50.0,0.0,AS
47162,Richard de Dear,summer,melbourne,temperature marine,office,male,24.0,181.9,86.4,0.0,,0.89708,1.0580204778156996,20.4,-0.87,20.9,20.4,20.4,20.4,0.1,0.1,0.1,46.01016651700359,20.4,20.4,20.4,20.4,1983.0,australia,naturally ventilated,-37.8136276,144.9630576,III,0.1,20.4,0.0,0.0,50.0,0.0,AS
47172,Richard de Dear,summer,melbourne,temperature marine,office,male,24.0,181.9,86.4,-0.3000000000000001,,0.97366,1.6467576791808876,1.173,,,19.5,19.5,19.5,0.17,0.17,0.17,37.64589782721008,19.5,19.5,19.5,10.336500000000004,1983.0,australia,naturally ventilated,-37.8136276,144.9630576,III,0.17,21.0,0.0,0.0,50.0,0.0,AS
47182,Richard de Dear,summer,melbourne,temperature marine,office,male,18.0,181.9,86.4,0.3000000000000001,,0.6454599999999999,1.0580204778156996,24.224,-1.04,28.0,23.2,23.2,23.2,0.4,0.4,0.4,47.011653000058224,23.2,23.2,23.2,23.712,1983.0,australia,naturally ventilated,-37.8136276,144.9630576,III,0.4,23.5,0.0,0.0,50.0,0.0,AS
47192,Richard de Dear,summer,melbourne,temperature marine,office,male,45.0,181.9,86.4,1.7,,0.70016,0.9897610921501708,22.9,,,22.9,22.9,22.9,0.0899999999999999,0.0899999999999999,0.0899999999999999,50.56622577333043,22.9,22.9,22.9,22.9,1983.0,australia,naturally ventilated,-37.8136276,144.9630576,III,0.0899999999999999,22.9,0.0,0.0,50.0,0.0,AS
47202,Richard de Dear,summer,melbourne,temperature marine,office,male,31.0,181.9,86.4,0.0,,0.6782799999999999,1.2713310580204773,23.345,-0.04,5.0,23.7,23.7,23.7,0.06,0.06,0.06,42.61307883747341,23.7,23.7,23.7,23.5225,1983.0,australia,naturally ventilated,-37.8136276,144.9630576,I,0.06,23.5,0.0,0.0,50.0,0.0,AS
47212,Richard de Dear,summer,melbourne,temperature marine,office,male,24.0,181.9,86.4,0.7,,0.7111000000000001,1.0716723549488056,23.366,-0.25,6.3,23.8,23.8,23.8,0.12,0.12,0.12,49.01931592748172,23.8,23.8,23.8,23.58299999999999,1983.0,australia,naturally ventilated,-37.8136276,144.9630576,I,0.12,23.6,0.0,0.0,50.0,0.0,AS
